"Number pokemon 1","Number pokemon 2","Attack pokemon 2","Defense pokemon 2","Generation pokemon 2","HP pokemon 2","Legendary pokemon 2","Name pokemon 2","Sp. Atk pokemon 2","Sp. Def pokemon 2","Speed pokemon 2","Type 1 pokemon 2","Type 2 pokemon 2","Winning pokemon"
585,85,100,70,1,65,False,Rapidash,80,80,105,Fire,,585
713,721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,713
125,340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,340
319,462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,462
444,683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,444
670,774,50,150,6,50,False,Carbink,50,150,50,Rock,Fairy,670
676,464,80,102,4,70,False,Vespiquen,80,102,40,Bug,Flying,676
234,696,85,70,5,72,False,Zweilous,65,70,58,Dark,Dragon,234
721,744,124,78,6,95,False,Pangoro,69,71,58,Fighting,Dark,721
763,91,65,55,1,52,False,Farfetch'd,58,62,60,Normal,Flying,91
792,661,55,70,5,40,False,Klink,45,60,30,Steel,,792
493,623,58,80,5,72,False,Sigilyph,103,80,97,Psychic,Flying,623
574,478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,478
111,726,63,52,6,54,False,Frogadier,83,56,97,Water,,726
689,375,120,85,3,63,False,Crawdaunt,90,55,55,Water,Dark,689
527,357,25,35,3,60,False,Spoink,70,80,60,Psychic,,527
470,314,160,100,3,150,False,Slaking,95,65,100,Normal,,314
221,467,105,55,4,85,False,Floatzel,85,50,115,Water,,467
564,694,109,112,5,58,False,Durant,48,48,109,Bug,Steel,694
217,182,60,40,2,40,False,Spinarak,40,40,30,Bug,Poison,217
482,428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,428
733,265,75,115,2,100,True,Suicune,90,115,85,Water,,265
264,247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,264
314,42,70,73,1,95,False,Clefable,95,90,60,Fairy,,314
302,420,90,80,3,80,True,Latios,130,110,110,Dragon,Psychic,420
53,721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,721
719,423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,423
26,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,26
128,1,49,49,1,45,False,Bulbasaur,65,65,45,Grass,Poison,128
703,656,75,80,5,165,False,Alomomola,40,45,65,Water,,703
667,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,299
132,391,68,83,3,99,False,Tropius,72,87,51,Grass,Flying,132
736,219,80,65,2,70,False,Girafarig,90,65,85,Normal,Psychic,219
420,458,29,45,4,40,False,Burmy,29,45,36,Bug,,420
563,642,44,50,5,62,False,Ducklett,44,50,55,Water,Flying,563
318,84,85,55,1,50,False,Ponyta,65,65,90,Fire,,84
165,508,69,76,4,69,False,Lumineon,69,86,91,Water,,165
330,367,110,110,3,75,False,"Mega Altaria",110,105,80,Dragon,Fairy,367
123,631,95,82,5,80,False,Garbodor,60,82,75,Poison,,631
434,689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,689
175,455,165,60,4,97,False,Rampardos,65,50,58,Rock,,175
576,725,56,40,6,41,False,Froakie,62,44,71,Water,,576
558,685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,685
792,237,40,40,2,40,False,Slugma,70,40,20,Fire,,792
280,95,70,80,1,90,False,Dewgong,70,95,70,Water,Ice,280
309,249,90,90,2,75,False,"Mega Houndoom",140,90,115,Dark,Fire,249
372,619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,372
241,208,75,55,2,75,False,Sunflora,105,85,30,Grass,,241
361,390,70,130,3,40,False,Dusclops,60,130,25,Ghost,,361
130,736,50,58,6,62,False,Litleo,73,54,72,Fire,Normal,130
671,319,71,43,3,84,False,Loudred,71,43,48,Normal,,319
314,312,60,60,3,60,False,Slakoth,35,35,30,Normal,,314
635,561,55,45,5,55,False,Oshawott,63,45,45,Water,,635
713,464,80,102,4,70,False,Vespiquen,80,102,40,Bug,Flying,713
635,692,65,105,5,110,False,Mandibuzz,55,95,80,Dark,Flying,635
269,25,56,35,1,30,False,Rattata,25,35,72,Normal,,25
447,599,100,85,5,120,False,Throh,30,85,45,Fighting,,599
232,260,75,37,2,45,False,Magby,70,55,83,Fire,,232
586,145,55,50,1,55,False,Eevee,45,65,55,Normal,,586
19,582,60,32,5,45,False,Blitzle,50,32,76,Electric,,582
76,619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,619
205,481,82,64,4,71,False,Purugly,64,59,112,Normal,,481
211,9,104,78,1,78,False,"Mega Charizard Y",159,115,100,Fire,Flying,9
200,18,25,50,1,45,False,Kakuna,25,25,35,Bug,Poison,200
307,62,80,35,1,40,False,Mankey,35,45,70,Fighting,,307
634,490,65,45,4,76,False,Chatot,92,42,91,Normal,Flying,490
286,290,35,55,3,50,False,Silcoon,25,25,15,Bug,,286
18,291,70,50,3,60,False,Beautifly,100,50,65,Bug,Flying,291
279,334,140,230,3,70,False,"Mega Aggron",60,80,50,Steel,,279
434,711,130,90,5,125,True,Kyurem,130,90,95,Dragon,Ice,711
653,434,89,85,4,75,False,Grotle,55,65,36,Grass,,434
318,243,105,75,2,75,False,Octillery,105,75,45,Water,,243
562,128,67,60,1,45,False,Goldeen,35,50,63,Water,,128
796,734,22,60,6,45,False,Spewpa,27,30,29,Bug,,796
267,115,120,53,1,50,False,Hitmonlee,35,110,87,Fighting,,115
57,482,30,50,4,45,False,Chingling,65,50,45,Psychic,,57
774,493,90,65,4,68,False,Gabite,50,55,82,Dragon,Ground,493
706,738,38,39,6,44,False,Flabébé,61,79,42,Fairy,,706
586,567,80,65,5,65,False,Herdier,35,65,60,Normal,,586
767,462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,462
728,35,47,52,1,55,False,Nidoran♀,40,40,41,Poison,,728
251,502,50,90,4,40,False,Skorupi,30,55,65,Poison,Bug,502
217,454,125,40,4,67,False,Cranidos,30,30,58,Rock,,454
34,231,10,230,2,20,False,Shuckle,10,230,5,Bug,Rock,34
134,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,134
392,289,45,35,3,45,False,Wurmple,20,30,20,Bug,,392
596,374,80,65,3,43,False,Corphish,50,35,35,Water,,596
729,718,120,95,5,71,False,Genesect,120,95,99,Bug,Steel,718
45,733,35,40,6,38,False,Scatterbug,27,25,35,Bug,,733
776,680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,776
283,264,115,85,2,115,True,Entei,90,75,100,Fire,,264
619,431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,431
666,657,47,50,5,50,False,Joltik,57,50,65,Bug,Electric,657
213,56,55,25,1,10,False,Diglett,35,45,95,Ground,,56
317,415,100,200,3,80,True,Regirock,50,100,50,Rock,,415
292,370,55,65,3,70,False,Lunatone,95,85,70,Rock,Psychic,370
283,713,120,90,5,125,True,"Kyurem White Kyurem",170,100,95,Dragon,Ice,713
238,786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,786
702,171,64,58,2,58,False,Quilava,80,65,80,Fire,,702
336,146,65,60,1,130,False,Vaporeon,110,95,65,Water,,336
732,599,100,85,5,120,False,Throh,30,85,45,Fighting,,732
357,732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,732
249,95,70,80,1,90,False,Dewgong,70,95,70,Water,Ice,249
251,160,64,45,1,41,False,Dratini,50,50,50,Dragon,,160
584,495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,495
262,415,100,200,3,80,True,Regirock,50,100,50,Rock,,262
91,683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,91
497,443,75,50,4,55,False,Staravia,40,40,80,Normal,Flying,443
195,723,59,58,6,59,False,Braixen,90,70,73,Fire,,723
328,704,100,80,5,79,True,"Tornadus Therian Forme",110,90,121,Flying,,704
265,312,60,60,3,60,False,Slakoth,35,35,30,Normal,,265
498,800,110,120,6,80,True,Volcanion,130,90,70,Fire,Water,498
389,48,80,70,1,75,False,Golbat,65,75,90,Poison,Flying,48
102,781,66,70,6,49,False,"Pumpkaboo Average Size",44,55,51,Ghost,Grass,102
41,706,105,70,5,79,True,"Thundurus Therian Forme",145,80,101,Electric,Flying,706
65,93,110,70,1,60,False,Dodrio,60,60,100,Normal,Flying,93
382,632,65,40,5,40,False,Zorua,80,40,65,Dark,,382
37,672,87,60,5,46,False,Axew,30,40,57,Dragon,,37
492,284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,284
92,670,40,60,5,60,False,Lampent,95,60,55,Ghost,Fire,670
259,338,45,40,3,40,False,Electrike,65,40,65,Electric,,259
573,500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,573
520,734,22,60,6,45,False,Spewpa,27,30,29,Bug,,520
241,28,90,65,1,65,False,Fearow,61,61,100,Normal,Flying,28
148,561,55,45,5,55,False,Oshawott,63,45,45,Water,,148
668,11,63,80,1,59,False,Wartortle,65,80,58,Water,,11
570,25,56,35,1,30,False,Rattata,25,35,72,Normal,,570
211,521,76,86,4,86,False,Yanmega,116,56,95,Bug,Flying,521
471,704,100,80,5,79,True,"Tornadus Therian Forme",110,90,121,Flying,,704
538,263,85,75,2,90,True,Raikou,115,100,115,Electric,,263
81,646,95,85,5,71,False,Vanilluxe,110,95,79,Ice,,646
720,159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,159
378,524,95,125,4,75,False,Gliscor,45,75,95,Ground,Flying,524
631,206,70,55,2,55,False,Aipom,40,55,85,Normal,,206
204,218,33,58,2,190,False,Wobbuffet,33,58,33,Psychic,,204
271,324,45,135,3,30,False,Nosepass,45,90,30,Rock,,271
439,92,85,45,1,35,False,Doduo,35,35,75,Normal,Flying,92
639,423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,423
541,185,38,38,2,75,False,Chinchou,56,56,67,Water,Electric,541
499,641,65,75,5,110,False,Reuniclus,125,85,30,Psychic,,499
128,309,60,62,3,70,False,Masquerain,80,82,60,Bug,Flying,128
779,212,65,60,2,65,False,Espeon,130,95,110,Psychic,,212
335,295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,335
77,50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,77
753,117,55,75,1,90,False,Lickitung,60,75,30,Normal,,117
509,698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,698
693,410,145,130,3,95,False,"Mega Salamence",120,90,120,Dragon,Flying,410
538,210,45,45,2,55,False,Wooper,25,25,15,Water,Ground,538
24,47,45,35,1,40,False,Zubat,30,40,55,Poison,Flying,24
11,574,98,63,5,75,False,Simisear,98,63,101,Fire,,574
447,148,130,60,1,65,False,Flareon,95,110,65,Fire,,148
663,475,66,44,4,55,False,Buneary,44,56,85,Normal,,663
45,686,85,70,5,45,False,Pawniard,40,40,60,Dark,Steel,686
195,645,65,65,5,51,False,Vanillish,80,75,59,Ice,,645
71,530,100,135,4,45,False,Dusknoir,65,135,45,Ghost,,530
744,661,55,70,5,40,False,Klink,45,60,30,Steel,,744
673,176,46,34,2,35,False,Sentret,35,45,20,Normal,,673
792,457,52,168,4,60,False,Bastiodon,47,138,30,Rock,Steel,457
282,708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,282
305,425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,425
469,551,100,100,4,100,True,"Shaymin Land Forme",100,100,100,Grass,,551
50,527,125,65,4,68,False,Gallade,65,115,80,Psychic,Fighting,527
779,324,45,135,3,30,False,Nosepass,45,90,30,Rock,,779
777,516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,777
471,258,30,15,2,45,False,Smoochum,85,65,65,Ice,Psychic,471
667,713,120,90,5,125,True,"Kyurem White Kyurem",170,100,95,Dragon,Ice,713
94,54,55,50,1,60,False,Venonat,40,55,45,Bug,Poison,54
750,327,75,75,3,50,False,Sableye,65,65,50,Dark,Ghost,327
224,774,50,150,6,50,False,Carbink,50,150,50,Rock,Fairy,224
241,771,65,65,6,95,False,Sylveon,110,130,60,Fairy,,771
295,622,90,115,5,65,False,Scrafty,45,115,58,Dark,Fighting,622
353,175,105,100,2,85,False,Feraligatr,79,83,78,Water,,175
70,507,49,56,4,49,False,Finneon,49,61,66,Water,,70
245,561,55,45,5,55,False,Oshawott,63,45,45,Water,,245
29,608,67,85,5,60,False,Whimsicott,77,75,116,Grass,Fairy,608
337,163,110,90,1,106,True,Mewtwo,154,90,130,Psychic,,163
462,647,60,50,5,60,False,Deerling,40,50,75,Normal,Grass,647
350,664,55,40,5,35,False,Tynamo,45,40,60,Electric,,350
641,81,80,100,1,40,False,Geodude,30,30,20,Rock,Ground,641
669,407,75,60,3,45,False,Bagon,40,30,50,Dragon,,407
798,579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,798
691,67,65,65,1,65,False,Poliwhirl,50,50,90,Water,,67
646,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,299
166,555,45,55,5,45,False,Snivy,45,55,63,Grass,,166
432,273,45,35,3,40,False,Treecko,65,55,70,Grass,,432
455,622,90,115,5,65,False,Scrafty,45,115,58,Dark,Fighting,622
259,592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,259
577,449,65,34,4,45,False,Shinx,40,34,45,Electric,,449
282,660,94,131,5,74,False,Ferrothorn,54,116,20,Grass,Steel,282
387,672,87,60,5,46,False,Axew,30,40,57,Dragon,,387
740,146,65,60,1,130,False,Vaporeon,110,95,65,Water,,740
522,588,57,55,5,67,False,Swoobat,77,55,114,Psychic,Flying,588
501,368,115,60,3,73,False,Zangoose,60,60,90,Normal,,368
414,652,55,45,5,69,False,Foongus,55,55,15,Grass,Poison,414
769,180,20,30,2,40,False,Ledyba,40,80,55,Bug,Flying,180
600,695,65,50,5,52,False,Deino,45,50,38,Dark,Dragon,600
139,705,115,70,5,79,True,"Thundurus Incarnate Forme",125,80,111,Electric,Flying,705
398,234,95,55,2,55,False,Sneasel,35,75,115,Dark,Ice,234
733,401,80,90,3,110,False,Walrein,95,90,65,Ice,Water,401
255,226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,226
131,26,81,60,1,55,False,Raticate,50,70,97,Normal,,131
269,110,50,70,1,60,False,Electrode,80,80,140,Electric,,269
619,184,90,80,2,85,False,Crobat,70,80,130,Poison,Flying,184
487,174,80,80,2,65,False,Croconaw,59,63,58,Water,,174
344,111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,344
58,652,55,45,5,69,False,Foongus,55,55,15,Grass,Poison,652
373,39,72,57,1,61,False,Nidorino,55,55,65,Poison,,39
697,786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,786
173,106,73,70,1,85,False,Hypno,73,115,67,Psychic,,106
10,91,65,55,1,52,False,Farfetch'd,58,62,60,Normal,Flying,91
67,281,70,50,3,50,False,Mudkip,50,50,40,Water,,67
35,769,59,50,6,77,False,Amaura,67,63,46,Rock,Ice,769
612,601,53,70,5,45,False,Sewaddle,40,60,42,Bug,Grass,612
643,674,147,90,5,76,False,Haxorus,60,70,97,Dragon,,643
512,511,92,75,4,90,False,Abomasnow,92,85,60,Grass,Ice,511
388,64,70,45,1,55,False,Growlithe,70,50,60,Fire,,388
387,776,75,53,6,68,False,Sliggoo,83,113,60,Dragon,,387
586,528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,528
624,36,62,67,1,70,False,Nidorina,55,55,56,Poison,,36
584,293,50,70,3,60,False,Dustox,50,90,65,Bug,Poison,584
731,119,90,120,1,65,False,Weezing,85,70,60,Poison,,731
4,353,60,40,3,60,False,Numel,65,45,35,Fire,Ground,4
541,449,65,34,4,45,False,Shinx,40,34,45,Electric,,541
665,338,45,40,3,40,False,Electrike,65,40,65,Electric,,338
203,527,125,65,4,68,False,Gallade,65,115,80,Psychic,Fighting,527
313,257,95,95,2,50,False,Hitmontop,35,110,70,Fighting,,313
614,341,50,40,3,60,False,Plusle,85,75,95,Electric,,341
285,100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,285
64,510,62,50,4,60,False,Snover,62,60,40,Grass,Ice,64
749,730,50,43,6,45,False,Fletchling,40,38,62,Normal,Flying,730
260,285,55,35,3,35,False,Poochyena,30,30,35,Dark,,260
609,137,125,100,1,65,False,Pinsir,55,70,85,Bug,,137
381,8,130,111,1,78,False,"Mega Charizard X",130,85,100,Fire,Dragon,8
583,97,105,75,1,105,False,Muk,65,100,50,Poison,,583
199,114,80,110,1,60,False,Marowak,50,80,45,Ground,,114
118,653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,118
393,161,84,65,1,61,False,Dragonair,70,70,70,Dragon,,393
89,486,89,116,4,67,False,Bronzong,79,116,33,Steel,Psychic,89
371,21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,371
642,756,80,86,6,82,False,Slurpuff,85,75,72,Fairy,,756
459,796,100,150,6,50,True,Diancie,100,150,50,Rock,Fairy,796
254,142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,254
794,543,90,106,4,91,True,Heatran,130,106,77,Fire,Steel,794
756,565,85,69,5,60,False,Watchog,60,69,77,Normal,,565
219,180,20,30,2,40,False,Ledyba,40,80,55,Bug,Flying,219
360,612,72,35,5,50,False,Sandile,35,35,65,Ground,Dark,612
660,403,104,105,3,55,False,Huntail,94,75,52,Water,,660
559,355,120,100,3,70,False,"Mega Camerupt",145,105,20,Fire,Ground,559
75,340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,340
543,247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,543
123,517,100,125,4,100,False,Tangrowth,110,50,50,Grass,,123
87,407,75,60,3,45,False,Bagon,40,30,50,Dragon,,407
354,639,30,40,5,45,False,Solosis,105,50,20,Psychic,,354
25,275,85,65,3,70,False,Sceptile,105,85,120,Grass,,275
762,35,47,52,1,55,False,Nidoran♀,40,40,41,Poison,,762
115,572,98,63,5,75,False,Simisage,98,63,101,Grass,,572
125,276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,276
495,768,121,119,6,82,False,Tyrantrum,69,59,71,Rock,Dragon,495
344,113,50,95,1,50,False,Cubone,40,50,35,Ground,,344
630,426,150,90,3,105,True,Rayquaza,150,90,95,Dragon,Flying,426
422,573,53,48,5,50,False,Pansear,53,48,64,Fire,,422
753,698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,698
348,74,100,70,1,80,False,Machoke,50,60,45,Fighting,,348
579,792,70,80,6,85,False,Noivern,97,80,123,Flying,Dragon,792
745,251,60,60,2,90,False,Phanpy,40,40,40,Ground,,745
634,385,90,70,3,60,False,Kecleon,60,120,40,Normal,,634
40,134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,134
38,39,72,57,1,61,False,Nidorino,55,55,65,Poison,,39
431,437,78,52,4,64,False,Monferno,78,52,81,Fire,Fighting,431
566,309,60,62,3,70,False,Masquerain,80,82,60,Bug,Flying,309
761,370,55,65,3,70,False,Lunatone,95,85,70,Rock,Psychic,370
615,182,60,40,2,40,False,Spinarak,40,40,30,Bug,Poison,615
282,438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,438
101,208,75,55,2,75,False,Sunflora,105,85,30,Grass,,101
612,371,95,85,3,70,False,Solrock,55,65,70,Rock,Psychic,612
640,159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,159
137,685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,685
335,346,43,53,3,70,False,Gulpin,43,53,40,Poison,,335
716,797,160,110,6,50,True,"Mega Diancie",160,110,110,Rock,Fairy,797
127,684,74,50,5,59,False,Golett,35,50,35,Ground,Ghost,684
399,124,95,80,1,105,False,Kangaskhan,40,80,90,Normal,,124
407,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,765
233,325,45,45,3,50,False,Skitty,35,35,50,Normal,,233
117,20,150,40,1,65,False,"Mega Beedrill",15,80,145,Bug,Poison,20
683,727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,727
314,575,53,48,5,50,False,Panpour,53,48,64,Water,,314
1,391,68,83,3,99,False,Tropius,72,87,51,Grass,Flying,391
216,604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,216
130,166,100,100,1,100,False,Mew,100,100,100,Psychic,,166
184,518,123,67,4,75,False,Electivire,95,85,95,Electric,,184
599,101,50,45,1,45,False,Haunter,115,55,95,Ghost,Poison,101
103,226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,103
497,63,105,60,1,65,False,,60,70,95,Fighting,,63
739,784,66,70,6,59,False,"Pumpkaboo Super Size",44,55,41,Ghost,Grass,739
753,759,52,67,6,42,False,Binacle,39,56,50,Rock,Water,759
276,603,103,80,5,75,False,Leavanny,70,80,92,Bug,Grass,276
37,786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,786
536,578,55,85,5,116,False,Musharna,107,95,29,Psychic,,536
625,321,60,30,3,72,False,Makuhita,20,30,25,Fighting,,625
273,636,30,50,5,45,False,Gothita,55,65,45,Psychic,,273
538,328,85,125,3,50,False,"Mega Sableye",85,115,20,Dark,Ghost,328
467,601,53,70,5,45,False,Sewaddle,40,60,42,Bug,Grass,467
227,408,95,100,3,65,False,Shelgon,60,50,50,Dragon,,408
148,194,40,40,2,55,False,Mareep,65,45,35,Electric,,148
91,787,95,122,6,75,False,"Gourgeist Large Size",58,75,69,Ghost,Grass,787
357,194,40,40,2,55,False,Mareep,65,45,35,Electric,,357
113,706,105,70,5,79,True,"Thundurus Therian Forme",145,80,101,Electric,Flying,113
473,377,70,105,3,60,False,Claydol,70,120,75,Ground,Psychic,377
674,26,81,60,1,55,False,Raticate,50,70,97,Normal,,26
277,134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,134
723,390,70,130,3,40,False,Dusclops,60,130,25,Ghost,,723
501,565,85,69,5,60,False,Watchog,60,69,77,Normal,,565
399,427,180,100,3,105,True,"Mega Rayquaza",180,100,115,Dragon,Flying,427
717,21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,717
582,523,60,110,4,65,False,Glaceon,130,95,65,Ice,,582
670,428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,428
418,649,75,60,5,55,False,Emolga,75,60,103,Electric,Flying,418
511,547,70,120,4,120,False,Cresselia,75,130,85,Psychic,,547
800,335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,800
92,6,64,58,1,58,False,Charmeleon,80,65,80,Fire,,6
695,797,160,110,6,50,True,"Mega Diancie",160,110,110,Rock,Fairy,797
128,450,85,49,4,60,False,Luxio,60,49,60,Electric,,128
727,615,90,45,5,70,False,Darumaka,15,45,50,Fire,,727
799,594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,799
262,280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,280
99,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,99
347,452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,452
372,40,102,77,1,81,False,Nidoking,85,75,85,Poison,Ground,40
797,761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,797
538,254,95,62,2,73,False,Stantler,85,65,85,Normal,,538
403,352,90,45,3,170,False,Wailord,90,45,60,Water,,352
166,382,15,20,3,20,False,Feebas,10,55,80,Water,,166
628,706,105,70,5,79,True,"Thundurus Therian Forme",145,80,101,Electric,Flying,706
156,474,80,44,4,150,False,Drifblim,90,54,80,Ghost,Flying,474
280,225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,280
206,752,50,150,6,60,False,"Aegislash Shield Forme",50,150,60,Steel,Ghost,752
614,187,40,15,2,20,False,Pichu,35,35,60,Electric,,614
776,606,100,89,5,60,False,Scolipede,55,69,112,Bug,Poison,606
697,724,69,72,6,75,False,Delphox,114,100,104,Fire,Psychic,724
381,252,120,120,2,90,False,Donphan,60,60,50,Ground,,252
735,193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,193
48,632,65,40,5,40,False,Zorua,80,40,65,Dark,,48
681,366,70,90,3,75,False,Altaria,70,105,80,Dragon,Flying,366
719,195,55,55,2,70,False,Flaaffy,80,60,45,Electric,,195
624,610,60,75,5,70,False,Lilligant,110,75,90,Grass,,610
676,764,73,88,6,71,False,Clawitzer,120,89,59,Water,,764
92,729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,92
626,137,125,100,1,65,False,Pinsir,55,70,85,Bug,,137
130,405,90,130,3,100,False,Relicanth,45,65,55,Water,Rock,130
123,139,100,95,1,75,False,Tauros,40,70,110,Normal,,139
292,481,82,64,4,71,False,Purugly,64,59,112,Normal,,481
190,550,90,90,4,70,True,Darkrai,135,90,125,Dark,,550
592,250,95,95,2,75,False,Kingdra,95,95,85,Water,Dragon,250
473,165,150,70,1,106,True,"Mega Mewtwo Y",194,120,140,Psychic,,165
772,786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,786
179,533,65,107,4,50,False,"Heat Rotom",105,107,86,Electric,Fire,533
477,89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,477
469,781,66,70,6,49,False,"Pumpkaboo Average Size",44,55,51,Ghost,Grass,469
428,451,120,79,4,80,False,Luxray,95,79,70,Electric,,428
329,29,60,44,1,35,False,Ekans,40,54,55,Poison,,29
551,682,125,60,5,65,False,Mienshao,95,60,105,Fighting,,682
385,128,67,60,1,45,False,Goldeen,35,50,63,Water,,128
86,206,70,55,2,55,False,Aipom,40,55,85,Normal,,206
86,68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,86
113,794,131,95,6,126,True,Yveltal,131,98,99,Dark,Flying,794
426,9,104,78,1,78,False,"Mega Charizard Y",159,115,100,Fire,Flying,9
142,174,80,80,2,65,False,Croconaw,59,63,58,Water,,142
502,445,45,40,4,59,False,Bidoof,35,40,31,Normal,,502
131,338,45,40,3,40,False,Electrike,65,40,65,Electric,,131
347,51,80,85,1,75,False,Vileplume,110,90,50,Grass,Poison,347
116,379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,116
415,376,40,55,3,40,False,Baltoy,40,70,55,Ground,Psychic,376
780,211,85,85,2,95,False,Quagsire,65,65,35,Water,Ground,780
777,113,50,95,1,50,False,Cubone,40,50,35,Ground,,777
232,697,105,90,5,92,False,Hydreigon,125,90,98,Dark,Dragon,697
